instrument,trading_day,update_time_raw,turnover,volume,last_price,open_interest,upper_limit_price,lower_limit_price,local_timestamp_us,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ms_of_day,product,contract_yyyymm,grid_phase_ms,session,is_preopen,is_in_continuous_session,is_out_of_session,exchange_ts,local_ts_utc,phase_residual_ms,is_observed_snapshot,bid_levels_present,ask_levels_present,one_sided_book,partial_depth_book,row_integrity_ok,source_file_integrity,session_boundary,interval_volume,interval_turnover,delta_open_interest,interval_vwap
IF2406,20240104,093055700,231317640.0,228,3384.0,62683,3728.0,3050.4,1704331855720439,3383.2,3383.0,3382.8,3382.4,3382.2,3385.0,3386.0,3388.0,3388.8,3389.4,1,1,7,1,2,4,8,2,2,6,34255700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:55.700,2024-01-04 01:30:55.720439+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5076000.0,-4.0,3384.0
IF2401,20240104,093056200,1229659980.0,1214,3377.6,98453,3719.6,3043.6,1704331856218994,3377.0,3376.8,3376.6,3376.4,3376.2,3377.8,3378.0,3378.2,3378.6,3379.0,5,2,2,1,3,3,3,1,1,4,34256200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:56.200,2024-01-04 01:30:56.218994+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4052940.0,-2.0,3377.45
IF2402,20240104,093056200,57855240.0,57,3382.8,6524,3727.0,3049.4,1704331856219002,3383.0,3382.8,3382.6,3381.4,3380.6,3384.6,3384.8,3385.2,3385.4,3386.2,1,2,2,1,1,2,2,1,1,1,34256200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:56.200,2024-01-04 01:30:56.219002+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093056200,410769900.0,404,3391.0,100992,3734.4,3055.6,1704331856219010,3391.0,3390.6,3389.8,3389.6,3389.4,3391.6,3391.8,3392.6,3393.4,3393.6,3,2,3,2,2,1,3,1,14,1,34256200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:56.200,2024-01-04 01:30:56.219010+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2034600.0,0.0,3391.0
IF2406,20240104,093056200,231317640.0,228,3384.0,62683,3728.0,3050.4,1704331856219018,3383.4,3383.2,3383.0,3382.8,3382.4,3384.8,3385.0,3386.0,3388.0,3388.8,2,1,1,7,1,6,4,8,2,2,34256200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:56.200,2024-01-04 01:30:56.219018+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093056700,1231686540.0,1216,3377.6,98451,3719.6,3043.6,1704331856717915,3377.0,3376.8,3376.6,3376.4,3376.2,3377.6,3377.8,3378.0,3378.2,3378.6,5,2,2,1,3,3,3,3,1,1,34256700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:56.700,2024-01-04 01:30:56.717915+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2026560.0,-2.0,3377.6
IF2402,20240104,093056700,57855240.0,57,3382.8,6524,3727.0,3049.4,1704331856717924,3383.0,3382.8,3382.6,3382.2,3381.4,3384.4,3384.6,3384.8,3385.2,3385.4,1,2,2,1,1,1,1,2,1,1,34256700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:56.700,2024-01-04 01:30:56.717924+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093056700,411787200.0,405,3391.0,100992,3734.4,3055.6,1704331856717932,3391.0,3390.6,3389.6,3389.4,3389.2,3391.4,3391.6,3391.8,3392.6,3393.4,2,2,2,2,7,1,1,4,1,14,34256700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:56.700,2024-01-04 01:30:56.717932+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017300.0,0.0,3391.0
IF2406,20240104,093056700,231317640.0,228,3384.0,62683,3728.0,3050.4,1704331856717940,3383.4,3383.2,3383.0,3382.8,3382.4,3384.0,3384.6,3384.8,3385.0,3386.0,1,1,1,7,1,5,1,6,4,8,34256700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:56.700,2024-01-04 01:30:56.717940+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093057200,1233713100.0,1218,3377.6,98450,3719.6,3043.6,1704331857220609,3377.2,3377.0,3376.8,3376.6,3376.4,3377.6,3377.8,3378.0,3378.2,3378.6,3,5,2,2,1,1,3,3,1,1,34257200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:57.200,2024-01-04 01:30:57.220609+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2026560.0,-1.0,3377.6
IF2402,20240104,093057200,57855240.0,57,3382.8,6524,3727.0,3049.4,1704331857220617,3383.0,3382.8,3382.6,3382.2,3381.4,3384.4,3384.6,3384.8,3385.2,3385.4,1,2,2,1,1,2,1,2,1,1,34257200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:57.200,2024-01-04 01:30:57.220617+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093057200,413821920.0,407,3391.4,100991,3734.4,3055.6,1704331857220625,3391.0,3390.6,3389.6,3389.4,3389.2,3391.4,3391.6,3391.8,3392.6,3393.4,1,2,2,2,7,1,1,4,1,14,34257200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:57.200,2024-01-04 01:30:57.220625+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2034720.0,-1.0,3391.2
IF2401,20240104,093057700,1236752820.0,1221,3377.6,98447,3719.6,3043.6,1704331857724038,3377.2,3377.0,3376.8,3376.6,3376.4,3377.6,3377.8,3378.0,3378.2,3378.6,4,5,2,2,1,1,3,3,1,1,34257700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:57.700,2024-01-04 01:30:57.724038+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3039720.0,-3.0,3377.4666666666667
IF2403,20240104,093057700,413821920.0,407,3391.4,100991,3734.4,3055.6,1704331857724047,3391.0,3390.6,3389.6,3389.4,3389.2,3391.4,3391.6,3391.8,3392.6,3393.4,1,2,2,2,7,1,1,1,1,14,34257700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:57.700,2024-01-04 01:30:57.724047+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2406,20240104,093057700,235378440.0,232,3384.0,62683,3728.0,3050.4,1704331857724055,3383.4,3383.2,3383.0,3382.8,3382.4,3384.0,3384.6,3384.8,3385.0,3386.0,1,1,1,7,1,1,1,6,4,8,34257700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:57.700,2024-01-04 01:30:57.724055+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4060800.0,0.0,3384.0
IF2401,20240104,093058200,1242832140.0,1227,3377.4,98444,3719.6,3043.6,1704331858223322,3377.2,3377.0,3376.8,3376.6,3376.4,3377.8,3378.0,3378.2,3378.6,3379.0,1,5,2,4,1,2,3,1,1,4,34258200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:58.200,2024-01-04 01:30:58.223322+00:00,0,True,5,5,False,False,True,PASS,False,6.0,6079320.0,-3.0,3377.4
IF2402,20240104,093058200,57855240.0,57,3382.8,6524,3727.0,3049.4,1704331858223330,3383.0,3382.8,3382.6,3382.2,3381.4,3384.4,3384.6,3384.8,3385.2,3385.4,1,1,2,1,1,1,1,2,1,1,34258200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:58.200,2024-01-04 01:30:58.223330+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093058200,415856640.0,409,3391.0,100991,3734.4,3055.6,1704331858223338,3390.6,3389.6,3389.4,3389.2,3389.0,3391.0,3391.6,3391.8,3392.6,3393.4,2,2,2,7,2,1,1,1,1,14,34258200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:58.200,2024-01-04 01:30:58.223338+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2034720.0,0.0,3391.2
IF2406,20240104,093058200,236393640.0,233,3384.0,62683,3728.0,3050.4,1704331858223346,3383.4,3383.2,3383.0,3382.8,3382.4,3384.6,3384.8,3385.0,3386.0,3388.0,1,1,1,7,1,1,6,4,8,2,34258200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:58.200,2024-01-04 01:30:58.223346+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015200.0,0.0,3384.0
IF2401,20240104,093058700,1243845360.0,1228,3377.4,98444,3719.6,3043.6,1704331858719813,3377.6,3377.4,3377.2,3377.0,3376.8,3377.8,3378.0,3378.2,3378.6,3379.0,1,1,3,4,1,3,4,1,1,4,34258700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:58.700,2024-01-04 01:30:58.719813+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1013220.0,0.0,3377.4
IF2402,20240104,093058700,57855240.0,57,3382.8,6524,3727.0,3049.4,1704331858719822,3383.0,3382.6,3382.2,3381.4,3380.6,3384.4,3384.6,3384.8,3385.2,3385.4,1,2,1,1,1,1,1,2,1,1,34258700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:58.700,2024-01-04 01:30:58.719822+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093058700,416873940.0,410,3391.0,100990,3734.4,3055.6,1704331858719829,3391.2,3390.6,3389.6,3389.4,3389.2,3391.6,3391.8,3392.6,3393.4,3393.6,1,2,2,2,7,1,1,1,14,1,34258700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:58.700,2024-01-04 01:30:58.719829+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017300.0,-1.0,3391.0
IF2406,20240104,093058700,236393640.0,233,3384.0,62683,3728.0,3050.4,1704331858719837,3384.0,3383.4,3383.2,3383.0,3382.8,3384.6,3384.8,3385.0,3386.0,3388.0,1,1,1,1,9,1,6,4,8,2,34258700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:58.700,2024-01-04 01:30:58.719837+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093059200,1247898600.0,1232,3377.6,98441,3719.6,3043.6,1704331859220941,3377.6,3377.2,3377.0,3376.8,3376.6,3377.8,3378.0,3378.2,3378.6,3379.0,5,3,4,1,4,1,4,1,1,4,34259200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:59.200,2024-01-04 01:30:59.220941+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4053240.0,-3.0,3377.7
IF2403,20240104,093059200,417891420.0,411,3391.6,100990,3734.4,3055.6,1704331859220949,3391.2,3390.6,3389.6,3389.4,3389.2,3392.6,3393.4,3393.6,3394.4,3394.8,1,2,2,2,7,1,14,1,3,1,34259200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:59.200,2024-01-04 01:30:59.220949+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017480.0,0.0,3391.6
IF2406,20240104,093059200,236393640.0,233,3384.0,62683,3728.0,3050.4,1704331859220957,3384.0,3383.4,3383.2,3383.0,3382.8,3384.8,3385.0,3386.0,3388.0,3388.8,1,1,1,1,9,4,4,8,2,4,34259200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:59.200,2024-01-04 01:30:59.220957+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093059700,1258032360.0,1242,3377.8,98432,3719.6,3043.6,1704331859722029,3378.2,3377.8,3377.6,3377.2,3377.0,3378.6,3379.0,3379.2,3379.6,3379.8,10,22,5,3,4,1,4,1,2,1,34259700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:59.700,2024-01-04 01:30:59.722029+00:00,0,True,5,5,False,False,True,PASS,False,10.0,10133760.0,-9.0,3377.92
IF2402,20240104,093059700,58870620.0,58,3384.6,6524,3727.0,3049.4,1704331859722037,3383.0,3382.6,3382.2,3381.4,3380.6,3384.8,3385.2,3385.4,3386.2,3386.4,1,3,1,1,1,2,1,1,1,1,34259700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:59.700,2024-01-04 01:30:59.722037+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015380.0,0.0,3384.6
IF2403,20240104,093059700,419926140.0,413,3391.2,100989,3734.4,3055.6,1704331859722045,3390.6,3389.6,3389.4,3389.2,3389.0,3391.6,3391.8,3392.2,3392.4,3392.6,2,2,2,7,2,4,1,8,7,2,34259700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:59.700,2024-01-04 01:30:59.722045+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2034720.0,-1.0,3391.2
IF2406,20240104,093059700,238424520.0,235,3384.8,62681,3728.0,3050.4,1704331859722053,3384.0,3383.4,3383.2,3383.0,3382.8,3385.0,3386.0,3388.0,3388.8,3389.4,1,1,1,1,9,4,8,2,4,6,34259700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:59.700,2024-01-04 01:30:59.722053+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2030880.0,-2.0,3384.8
IF2401,20240104,093100200,1263100560.0,1247,3378.8,98428,3719.6,3043.6,1704331860223335,3378.6,3378.4,3378.2,3378.0,3377.8,3379.0,3379.2,3379.6,3379.8,3380.0,2,1,11,3,24,3,1,2,1,2,34260200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:00.200,2024-01-04 01:31:00.223335+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5068200.0,-4.0,3378.8
IF2402,20240104,093100200,60901500.0,60,3384.8,6522,3727.0,3049.4,1704331860223343,3383.6,3383.4,3383.2,3383.0,3382.6,3386.2,3386.4,3387.8,3390.0,3396.0,2,2,5,2,1,1,1,4,3,1,34260200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:00.200,2024-01-04 01:31:00.223343+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2030880.0,-2.0,3384.8
IF2403,20240104,093100200,427048620.0,420,3391.6,100984,3734.4,3055.6,1704331860223351,3391.6,3391.4,3391.2,3391.0,3390.8,3392.4,3393.0,3393.6,3394.4,3394.8,3,2,1,3,7,1,1,1,3,1,34260200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:00.200,2024-01-04 01:31:00.223351+00:00,0,True,5,5,False,False,True,PASS,False,7.0,7122480.0,-5.0,3391.657142857143
IF2406,20240104,093100200,242486520.0,239,3385.0,62677,3728.0,3050.4,1704331860223359,3384.8,3384.4,3384.2,3384.0,3383.4,3386.0,3388.0,3388.8,3389.4,3390.0,1,1,6,1,1,8,2,4,6,1,34260200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:00.200,2024-01-04 01:31:00.223359+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4062000.0,-4.0,3385.0
IF2401,20240104,093100700,1300602240.0,1284,3378.6,98405,3719.6,3043.6,1704331860725290,3377.8,3377.6,3377.4,3377.2,3377.0,3379.2,3379.6,3379.8,3380.0,3380.2,26,5,2,3,5,1,7,1,2,2,34260700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:00.700,2024-01-04 01:31:00.725290+00:00,0,True,5,5,False,False,True,PASS,False,37.0,37501680.0,-23.0,3378.5297297297298
IF2402,20240104,093100700,60901500.0,60,3384.8,6522,3727.0,3049.4,1704331860725298,3384.0,3383.8,3383.6,3383.4,3383.2,3386.0,3386.4,3387.8,3390.0,3396.0,1,1,2,1,4,3,1,4,2,1,34260700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:00.700,2024-01-04 01:31:00.725298+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093100700,432136500.0,425,3391.8,100980,3734.4,3055.6,1704331860725306,3392.4,3391.6,3391.4,3391.2,3391.0,3393.0,3393.6,3394.4,3394.8,3395.2,1,3,2,1,2,1,1,3,1,2,34260700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:00.700,2024-01-04 01:31:00.725306+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5087880.0,-4.0,3391.92
IF2406,20240104,093100700,244518000.0,241,3385.8,62675,3728.0,3050.4,1704331860725314,3385.0,3384.8,3384.4,3384.2,3384.0,3386.0,3388.0,3388.8,3389.4,3390.0,5,1,1,6,1,8,2,4,6,1,34260700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:00.700,2024-01-04 01:31:00.725314+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2031480.0,-2.0,3385.8
IF2401,20240104,093101200,1305669720.0,1289,3378.2,98400,3719.6,3043.6,1704331861226942,3378.0,3377.8,3377.6,3377.4,3377.2,3378.8,3379.0,3379.2,3379.6,3379.8,11,28,5,2,2,2,3,3,7,1,34261200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:01.200,2024-01-04 01:31:01.226942+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5067480.0,-5.0,3378.32
IF2402,20240104,093101200,61916700.0,61,3384.0,6521,3727.0,3049.4,1704331861226950,3383.8,3383.6,3383.4,3383.2,3383.0,3385.8,3386.0,3386.4,3390.0,3396.0,1,1,1,4,2,1,3,1,2,1,34261200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:01.200,2024-01-04 01:31:01.226950+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1015200.0,-1.0,3384.0
IF2403,20240104,093101200,435189660.0,428,3392.4,100979,3734.4,3055.6,1704331861226958,3391.8,3391.6,3391.2,3391.0,3390.8,3392.8,3393.0,3394.4,3394.8,3395.2,3,2,1,2,5,2,1,3,1,2,34261200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:01.200,2024-01-04 01:31:01.226958+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3053160.0,-1.0,3392.4
IF2406,20240104,093101200,246549300.0,243,3385.0,62674,3728.0,3050.4,1704331861226966,3385.0,3384.8,3384.4,3384.2,3384.0,3386.0,3388.0,3388.8,3389.4,3390.0,1,1,1,6,1,7,2,4,6,1,34261200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:01.200,2024-01-04 01:31:01.226966+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2031300.0,-1.0,3385.5
IF2401,20240104,093101700,1320871140.0,1304,3378.8,98391,3719.6,3043.6,1704331861723009,3378.2,3377.8,3377.6,3377.4,3377.2,3378.8,3379.0,3379.2,3379.6,3379.8,3,26,5,2,2,1,3,3,7,1,34261700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:01.700,2024-01-04 01:31:01.723009+00:00,0,True,5,5,False,False,True,PASS,False,15.0,15201420.0,-9.0,3378.0933333333332
IF2402,20240104,093101700,61916700.0,61,3384.0,6521,3727.0,3049.4,1704331861723017,3384.0,3383.6,3383.4,3383.2,3383.0,3385.6,3385.8,3386.0,3386.4,3390.0,2,1,1,4,1,1,1,3,1,2,34261700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:01.700,2024-01-04 01:31:01.723017+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093101700,436207020.0,429,3391.2,100978,3734.4,3055.6,1704331861723025,3391.0,3390.8,3390.6,3389.6,3389.4,3392.4,3392.6,3392.8,3393.0,3393.6,1,2,3,1,1,1,3,6,1,1,34261700,IF,202403,200,AM,False,True,False,2024-01-04 09:31:01.700,2024-01-04 01:31:01.723025+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017360.0,-1.0,3391.2
IF2406,20240104,093101700,246549300.0,243,3385.0,62674,3728.0,3050.4,1704331861723033,3384.8,3384.4,3384.2,3384.0,3383.4,3385.8,3386.0,3388.0,3388.8,3389.4,1,1,6,1,1,1,7,2,4,6,34261700,IF,202406,200,AM,False,True,False,2024-01-04 09:31:01.700,2024-01-04 01:31:01.723033+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093102200,1329991860.0,1313,3378.0,98385,3719.6,3043.6,1704331862223914,3377.8,3377.6,3377.4,3377.2,3377.0,3378.2,3378.4,3378.6,3378.8,3379.0,25,5,2,2,5,1,1,1,1,3,34262200,IF,202401,200,AM,False,True,False,2024-01-04 09:31:02.200,2024-01-04 01:31:02.223914+00:00,0,True,5,5,False,False,True,PASS,False,9.0,9120720.0,-6.0,3378.0444444444443
IF2402,20240104,093102200,61916700.0,61,3384.0,6521,3727.0,3049.4,1704331862223923,3383.4,3383.2,3383.0,3382.6,3382.2,3385.4,3385.8,3386.0,3386.4,3390.0,1,4,1,1,1,1,1,3,1,2,34262200,IF,202402,200,AM,False,True,False,2024-01-04 09:31:02.200,2024-01-04 01:31:02.223923+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093102200,437224560.0,430,3391.8,100977,3734.4,3055.6,1704331862223931,3391.2,3391.0,3390.8,3390.6,3389.6,3392.2,3392.4,3392.6,3392.8,3393.0,2,1,1,3,1,1,2,5,6,1,34262200,IF,202403,200,AM,False,True,False,2024-01-04 09:31:02.200,2024-01-04 01:31:02.223931+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1017540.0,-1.0,3391.8
IF2406,20240104,093102200,246549300.0,243,3385.0,62674,3728.0,3050.4,1704331862223939,3384.8,3384.2,3384.0,3383.4,3382.8,3385.6,3385.8,3386.0,3388.0,3388.8,1,5,1,1,6,1,2,7,2,4,34262200,IF,202406,200,AM,False,True,False,2024-01-04 09:31:02.200,2024-01-04 01:31:02.223939+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093102700,1335059400.0,1318,3378.8,98382,3719.6,3043.6,1704331862724420,3378.0,3377.8,3377.6,3377.4,3377.2,3379.2,3379.6,3379.8,3380.0,3380.2,4,25,5,2,2,3,2,1,2,2,34262700,IF,202401,200,AM,False,True,False,2024-01-04 09:31:02.700,2024-01-04 01:31:02.724420+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5067540.0,-3.0,3378.36
IF2402,20240104,093102700,61916700.0,61,3384.0,6521,3727.0,3049.4,1704331862724428,3383.6,3383.4,3383.2,3383.0,3382.6,3385.2,3385.8,3386.0,3386.4,3390.0,1,1,4,1,1,2,1,3,1,2,34262700,IF,202402,200,AM,False,True,False,2024-01-04 09:31:02.700,2024-01-04 01:31:02.724428+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
